SampleAutoID,StationID,Strata,Bay,Date,Year,vented trap count,vent count BSB,vent CPUE,ventless trap count,ventless count BSB,ventless CPUE,AVG,SCPT
5739,3472,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,0,0,0,0
5740,3393,31,BuzzardsBay,8/4/2008,2008,3,0,0,2,0,0,0,0
5742,3393,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,2,0.666666667,0.333333333,2
5743,3314,31,BuzzardsBay,8/4/2008,2008,3,0,0,3,0,0,0,0
5745,3314,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,1,0.333333333,0.166666667,1
5753,3229,31,BuzzardsBay,8/4/2008,2008,3,0,0,3,2,0.666666667,0.333333333,2
5754,3229,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,1,0.333333333,0.166666667,1
5755,3135,31,BuzzardsBay,8/4/2008,2008,3,0,0,3,0,0,0,0
5756,3135,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,0,0,0,0
5757,3136,31,BuzzardsBay,8/4/2008,2008,3,0,0,3,0,0,0,0
5759,3136,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,0,0,0,0
5761,3137,31,BuzzardsBay,8/4/2008,2008,3,0,0,3,0,0,0,0
5762,3137,31,BuzzardsBay,8/7/2008,2008,3,0,0,3,0,0,0,0
5765,3731,33,BuzzardsBay,8/4/2008,2008,3,1,0.333333333,3,0,0,0.166666667,1
5767,3731,33,BuzzardsBay,8/7/2008,2008,3,1,0.333333333,3,2,0.666666667,0.5,3
5799,3731,33,BuzzardsBay,10/2/2008,2008,3,5,1.666666667,3,10,3.333333333,2.5,15
5800,3731,33,BuzzardsBay,10/7/2008,2008,3,2,0.666666667,3,4,1.333333333,1,6
5801,3137,31,BuzzardsBay,10/2/2008,2008,3,3,1,3,3,1,1,6
5802,3137,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,3,7,2.333333333,1.333333333,8
5803,3136,31,BuzzardsBay,10/2/2008,2008,3,2,0.666666667,3,5,1.666666667,1.166666667,7
5804,3136,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,3,4,1.333333333,0.833333333,5
5805,3135,31,BuzzardsBay,10/2/2008,2008,3,2,0.666666667,3,10,3.333333333,2,12
5806,3135,31,BuzzardsBay,10/7/2008,2008,3,5,1.666666667,3,19,6.333333333,4,24
5807,3229,31,BuzzardsBay,10/2/2008,2008,3,0,0,3,1,0.333333333,0.166666667,1
5808,3229,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,2,0,0,0.166666667,1
5809,3314,31,BuzzardsBay,10/2/2008,2008,3,1,0.333333333,3,2,0.666666667,0.5,3
5810,3314,31,BuzzardsBay,10/7/2008,2008,3,0,0,3,4,1.333333333,0.666666667,4
5811,3393,31,BuzzardsBay,10/2/2008,2008,3,2,0.666666667,3,6,2,1.333333333,8
5812,3393,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,3,4,1.333333333,0.833333333,5
5813,3472,31,BuzzardsBay,10/2/2008,2008,3,1,0.333333333,3,2,0.666666667,0.5,3
5814,3472,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,3,1,0.333333333,0.333333333,2
5815,3555,31,BuzzardsBay,10/2/2008,2008,3,0,0,3,8,2.666666667,1.333333333,8
5816,3555,31,BuzzardsBay,10/7/2008,2008,3,0,0,3,0,0,0,0
5817,3640,31,BuzzardsBay,10/2/2008,2008,3,0,0,3,0,0,0,0
5818,3640,31,BuzzardsBay,10/7/2008,2008,3,0,0,3,4,1.333333333,0.666666667,4
5819,3722,31,BuzzardsBay,10/7/2008,2008,3,1,0.333333333,3,0,0,0.166666667,1
5820,3724,31,BuzzardsBay,10/2/2008,2008,3,1,0.333333333,3,5,1.666666667,1,6
5821,3724,31,BuzzardsBay,10/7/2008,2008,3,0,0,3,11,3.666666667,1.833333333,11
5822,3973,33,BuzzardsBay,10/2/2008,2008,3,0,0,3,1,0.333333333,0.166666667,1
5823,3973,33,BuzzardsBay,10/7/2008,2008,3,0,0,3,5,1.666666667,0.833333333,5
6172,3724,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6173,3722,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6174,3639,33,BuzzardsBay,6/5/2009,2009,4,0,0,2,0,0,0,0
6175,3555,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6176,3553,33,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6177,3472,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6178,3393,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6179,3313,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6180,3225,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6181,3227,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6182,3229,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6183,3137,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6184,3138,31,BuzzardsBay,6/5/2009,2009,3,2,0.666666667,3,2,0.666666667,0.666666667,4
6185,3318,31,BuzzardsBay,6/5/2009,2009,3,0,0,3,0,0,0,0
6186,3724,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6187,3722,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6188,3639,33,BuzzardsBay,6/11/2009,2009,3,0,0,3,0,0,0,0
6189,3555,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6190,3553,33,BuzzardsBay,6/11/2009,2009,3,1,0.333333333,3,1,0.333333333,0.333333333,2
6191,3472,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6192,3393,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,0,0,0,0
6193,3313,31,BuzzardsBay,6/11/2009,2009,3,2,0.666666667,3,2,0.666666667,0.666666667,4
6194,3225,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,0,0,0,0
6195,3227,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6196,3229,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,0,0,0,0
6197,3137,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6198,3138,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6199,3318,31,BuzzardsBay,6/11/2009,2009,3,0,0,3,0,0,0,0
6235,4402,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,0,0,0,0
6236,4204,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6237,3905,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6238,4213,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,10,3.333333333,1.666666667,10
6239,4282,33,BuzzardsBay,6/12/2009,2009,3,2,0.666666667,3,19,6.333333333,3.5,21
6240,4352,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,9,3,1.5,9
6241,4452,33,BuzzardsBay,6/12/2009,2009,3,2,0.666666667,3,0,0,0.333333333,2
6242,4507,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,16,5.333333333,2.666666667,16
6243,4652,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,18,6,3,18
6244,4678,33,BuzzardsBay,6/12/2009,2009,3,0,0,3,6,2,1,6
6245,4402,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6246,4204,33,BuzzardsBay,6/15/2009,2009,3,2,0.666666667,3,2,0.666666667,0.666666667,4
6247,3905,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,3,1,0.5,3
6248,4213,33,BuzzardsBay,6/15/2009,2009,3,2,0.666666667,3,12,4,2.333333333,14
6249,4282,33,BuzzardsBay,6/15/2009,2009,3,6,2,3,20,6.666666667,4.333333333,26
6250,4352,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,12,4,2,12
6251,4452,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6252,4507,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,5,1.666666667,0.833333333,5
6253,4652,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,5,1.666666667,0.833333333,5
6254,4678,33,BuzzardsBay,6/15/2009,2009,3,0,0,3,4,1.333333333,0.666666667,4
6255,3724,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6256,3722,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,4,1.333333333,0.666666667,4
6257,3639,33,BuzzardsBay,7/6/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6258,3555,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,3,1,0.5,3
6259,3553,33,BuzzardsBay,7/6/2009,2009,3,0,0,3,3,1,0.5,3
6260,3472,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,4,1.333333333,0.666666667,4
6261,3393,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,0,0,0,0
6262,3227,31,BuzzardsBay,7/6/2009,2009,3,1,0.333333333,3,5,1.666666667,1,6
6263,3229,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6264,3137,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,0,0,0,0
6265,3138,31,BuzzardsBay,7/6/2009,2009,3,3,1,3,2,0.666666667,0.833333333,5
6266,3318,31,BuzzardsBay,7/6/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6267,3724,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6268,3722,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6269,3639,33,BuzzardsBay,7/10/2009,2009,3,0,0,3,5,1.666666667,0.833333333,5
6270,3555,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6271,3553,33,BuzzardsBay,7/10/2009,2009,3,2,0.666666667,3,2,0.666666667,0.666666667,4
6272,3472,31,BuzzardsBay,7/10/2009,2009,3,1,0.333333333,3,0,0,0.166666667,1
6273,3393,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6274,3313,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,0,0,0,0
6275,3225,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6276,3227,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6277,3229,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,3,1,0.5,3
6278,3137,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,0,0,0,0
6279,3138,31,BuzzardsBay,7/10/2009,2009,3,1,0.333333333,3,2,0.666666667,0.5,3
6280,3318,31,BuzzardsBay,7/10/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6281,4402,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6282,4204,33,BuzzardsBay,7/20/2009,2009,3,1,0.333333333,3,1,0.333333333,0.333333333,2
6283,3905,33,BuzzardsBay,7/20/2009,2009,2,0,0,3,0,0,0,0
6284,4213,33,BuzzardsBay,7/20/2009,2009,3,1,0.333333333,3,1,0.333333333,0.333333333,2
6285,4282,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6286,4352,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
6287,4452,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,0,0,0,0
6288,4507,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6289,4652,33,BuzzardsBay,7/20/2009,2009,3,0,0,3,3,1,0.5,3
6290,4678,33,BuzzardsBay,7/20/2009,2009,3,1,0.333333333,3,0,0,0.166666667,1
6291,4402,33,BuzzardsBay,7/24/2009,2009,3,0,0,3,0,0,0,0
6292,4204,33,BuzzardsBay,7/24/2009,2009,3,0,0,3,0,0,0,0
6293,3905,33,BuzzardsBay,7/24/2009,2009,3,1,0.333333333,3,1,0.333333333,0.333333333,2
6294,4213,33,BuzzardsBay,7/24/2009,2009,3,2,0.666666667,3,1,0.333333333,0.5,3
6295,4282,33,BuzzardsBay,7/24/2009,2009,3,1,0.333333333,3,3,1,0.666666667,4
6296,4352,33,BuzzardsBay,7/24/2009,2009,3,0,0,3,5,1.666666667,0.833333333,5
6297,4452,33,BuzzardsBay,7/24/2009,2009,3,2,0.666666667,3,2,0.666666667,0.666666667,4
6298,4507,33,BuzzardsBay,7/24/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6299,4652,33,BuzzardsBay,7/24/2009,2009,3,0,0,3,0,0,0,0
6300,4678,33,BuzzardsBay,7/24/2009,2009,3,1,0.333333333,3,2,0.666666667,0.5,3
6301,3724,31,BuzzardsBay,8/7/2009,2009,3,0,0,3,0,0,0,0
6302,3722,31,BuzzardsBay,8/7/2009,2009,3,0,0,3,0,0,0,0
6303,3639,33,BuzzardsBay,8/7/2009,2009,3,0,0,3,1,0.333333333,0.166666667,1
6304,3555,31,BuzzardsBay,8/7/2009,2009,3,1,0.333333333,3,3,1,0.666666667,4
6305,3553,33,BuzzardsBay,8/7/2009,2009,3,0,0,3,6,2,1,6
6306,3472,31,BuzzardsBay,8/7/2009,2009,3,0,0,3,2,0.666666667,0.333333333,2
