SampleAutoID,StationID,Strata,Bay,Date,Year,vent trap count,vent count BSB,vent CPUE,ventless trap count,ventless count BSB,ventless CPUE,AVG,SCPT
3968,4925,31,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3969,4977,31,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3970,5117,31,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3971,5350,32,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3972,5224,32,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3973,5222,32,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3974,5066,33,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3975,5000,33,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3976,4969,31,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3977,4846,33,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3978,4812,33,MassachusettsBay,9/28/2007,2007,3,0,0,3,0,0,0,0
3979,4812,33,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3980,4846,33,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3981,4969,31,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3982,5000,33,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3983,5066,33,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3984,5222,32,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3985,5224,32,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3986,5350,32,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3987,5313,32,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3988,5117,31,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3989,4977,31,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
3990,4925,31,MassachusettsBay,8/23/2007,2007,3,0,0,3,0,0,0,0
4036,5416,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4037,5422,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4038,5459,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4039,5538,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4040,5625,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4041,5584,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4042,5508,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4043,5386,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4044,5262,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4045,5180,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4046,5139,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4047,5173,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4048,5416,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4049,5422,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4050,5459,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4051,5538,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4052,5625,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4053,5584,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4054,5508,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4055,5386,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4056,5262,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4057,5180,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4058,5139,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4059,5173,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4166,5969,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4167,6036,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4168,6232,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4169,6233,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4170,6320,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4171,6480,32,MassachusettsBay,9/6/2007,2007,3,0,0,2,0,0,0,0
4172,6474,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4173,6982,33,MassachusettsBay,9/6/2007,2007,3,0,0,2,0,0,0,0
4174,6023,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4175,6028,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4176,6095,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4198,5173,33,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4199,5139,33,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4200,5180,31,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4201,5262,32,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4202,5386,32,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4203,5508,32,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4204,5422,32,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4205,5584,31,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4206,5625,31,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4207,5538,33,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4208,5459,31,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4209,5416,33,MassachusettsBay,9/21/2007,2007,3,0,0,3,0,0,0,0
4210,5416,33,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4211,5422,32,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4212,5459,31,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4213,5538,33,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4214,5625,31,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4215,5584,31,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4216,5508,32,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4217,5386,32,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4218,5262,32,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4219,5180,31,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4220,5139,33,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4221,5173,33,MassachusettsBay,9/18/2007,2007,3,0,0,3,0,0,0,0
4411,5416,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4412,5422,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4413,5459,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4414,5538,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4415,5625,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4416,5584,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4417,5508,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4418,5386,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4419,5262,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4420,5180,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4421,5139,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4422,5173,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4551,5969,31,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4552,6036,31,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4553,6232,32,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4554,6233,32,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4555,6320,32,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4556,6480,32,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4557,6474,31,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4558,6471,31,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4559,6982,33,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4560,6023,33,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4561,6028,33,MassachusettsBay,6/26/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4562,6095,33,MassachusettsBay,6/26/2007,2007,3,0,0,3,0,0,0,0
4721,7446,33,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4722,7372,33,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4723,7144,33,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4724,6639,31,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4725,7068,31,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4726,7072,32,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4727,7073,32,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4728,7456,32,MassachusettsBay,6/10/2007,2007,2,0,0,2,0,0,0,0
4729,7535,32,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4730,7530,31,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4731,7528,31,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4732,7449,33,MassachusettsBay,6/10/2007,2007,3,0,0,3,0,0,0,0
4733,8203,33,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4734,6755,33,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4735,8375,33,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4736,8449,31,MassachusettsBay,6/6/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4737,8139,31,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4738,8146,32,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4739,7868,33,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4740,7682,32,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4741,7681,32,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4742,7611,32,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4743,7607,31,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4744,7606,31,MassachusettsBay,6/6/2007,2007,3,0,0,3,0,0,0,0
4745,5416,33,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4746,5422,32,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4747,5459,31,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4748,5538,33,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4749,5625,31,MassachusettsBay,7/20/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4750,5584,31,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4751,5508,32,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4752,5386,32,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4753,5262,32,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4754,5180,31,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4755,5139,33,MassachusettsBay,7/20/2007,2007,3,0,0,3,0,0,0,0
4756,5173,33,MassachusettsBay,7/20/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4757,4812,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4758,4846,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4759,4969,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4760,5000,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4761,5066,33,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4762,5222,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4763,5224,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4764,5350,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4765,5313,32,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4766,5117,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4767,4977,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4768,4925,31,MassachusettsBay,7/24/2007,2007,3,0,0,3,0,0,0,0
4769,5969,31,MassachusettsBay,7/17/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4770,6232,32,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4771,6233,32,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4772,6320,32,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4773,6480,32,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4774,6474,31,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4775,6471,31,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4776,6982,33,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4777,6023,33,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4778,6028,33,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4779,6095,33,MassachusettsBay,7/17/2007,2007,3,0,0,3,0,0,0,0
4780,5969,31,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4781,6036,31,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4782,6232,32,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4783,6233,32,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4784,6320,32,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4785,6474,31,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4786,6982,33,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4787,6023,33,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4788,6028,33,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4789,6095,33,MassachusettsBay,9/13/2007,2007,3,0,0,3,0,0,0,0
4790,7606,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4791,7607,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4792,7611,32,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4793,7681,32,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4794,7682,32,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4795,8146,32,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4796,8449,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4797,8375,33,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4798,6755,33,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4799,8203,33,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4800,8139,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4801,7868,33,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4802,8203,33,MassachusettsBay,8/7/2007,2007,3,1,0.333333333,3,0,0,0.166666667,1
4803,6755,33,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4804,8375,33,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4805,8449,31,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4806,8139,31,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4807,8146,32,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4808,7868,33,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4809,7682,32,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4810,7681,32,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4811,7611,32,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4812,7607,31,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4813,7606,31,MassachusettsBay,8/7/2007,2007,3,0,0,3,0,0,0,0
4814,7446,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4815,7372,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4816,7144,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4817,6639,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4818,7068,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4819,7072,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4820,7073,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4821,7456,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4822,7535,32,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4823,7530,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4824,7528,31,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4825,7449,33,MassachusettsBay,8/14/2007,2007,3,0,0,3,0,0,0,0
4826,7446,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4827,7372,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4828,7144,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4829,6639,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4830,7068,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4831,7072,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4832,7073,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4833,7456,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4834,7535,32,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4835,7530,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4836,7528,31,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4837,7449,33,MassachusettsBay,8/17/2007,2007,3,0,0,3,0,0,0,0
4838,8203,33,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4839,6755,33,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4840,8375,33,MassachusettsBay,9/1/2007,2007,3,1,0.333333333,3,0,0,0.166666667,1
4841,8449,31,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4842,8139,31,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4843,8146,32,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4844,7868,33,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4845,7682,32,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4846,7681,32,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4847,7611,32,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4848,7607,31,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4849,7606,31,MassachusettsBay,9/1/2007,2007,3,0,0,3,0,0,0,0
4850,7606,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4851,7607,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4852,7611,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4853,7681,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4854,7682,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4855,7868,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4856,8146,32,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4857,8139,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4858,8449,31,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4859,8375,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,1,0.333333333,0.166666667,1
4860,6755,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4861,8203,33,MassachusettsBay,9/6/2007,2007,3,0,0,3,0,0,0,0
4862,7144,33,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4863,6639,31,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4864,7068,31,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4865,7072,32,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4866,7073,32,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4867,7456,32,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4868,7535,32,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4869,7530,31,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4870,7528,31,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4871,7449,33,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4872,7446,33,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4873,7372,33,MassachusettsBay,9/7/2007,2007,3,0,0,3,0,0,0,0
4874,7144,33,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4875,6639,31,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4876,7068,31,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4877,7072,32,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4878,7073,32,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4879,7456,32,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4880,7535,32,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4881,7530,31,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4883,7528,31,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4884,7372,33,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4885,7446,33,MassachusettsBay,9/11/2007,2007,3,0,0,3,0,0,0,0
4886,5969,31,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4887,6036,31,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4888,6232,32,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4889,6233,32,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4890,6320,32,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4891,6480,32,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4892,6474,31,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4893,6471,31,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4894,6982,33,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4895,6023,33,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4896,6028,33,MassachusettsBay,8/13/2007,2007,3,0,0,3,0,0,0,0
4897,6095,33,MassachusettsBay,8/13/2007,2007,1,0,0,3,0,0,0,0
4898,5969,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4899,6036,31,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
4900,6232,32,MassachusettsBay,8/10/2007,2007,3,0,0,3,0,0,0,0
